"ID","Faction","Instance_Id","Supercedes","Title_Lang_enUS","Title_Lang_enGB","Title_Lang_koKR","Title_Lang_frFR","Title_Lang_deDE","Title_Lang_enCN","Title_Lang_zhCN","Title_Lang_enTW","Title_Lang_zhTW","Title_Lang_esES","Title_Lang_esMX","Title_Lang_ruRU","Title_Lang_ptPT","Title_Lang_ptBR","Title_Lang_itIT","Title_Lang_Unk","Title_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Category","Points","Ui_Order","Flags","IconID","Reward_Lang_enUS","Reward_Lang_enGB","Reward_Lang_koKR","Reward_Lang_frFR","Reward_Lang_deDE","Reward_Lang_enCN","Reward_Lang_zhCN","Reward_Lang_enTW","Reward_Lang_zhTW","Reward_Lang_esES","Reward_Lang_esMX","Reward_Lang_ruRU","Reward_Lang_ptPT","Reward_Lang_ptBR","Reward_Lang_itIT","Reward_Lang_Unk","Reward_Lang_Mask","Minimum_Criteria","Shares_Criteria"
"796","-1","-1","0","Resurrected by priests","사제에게 부활된 횟수","Résurrections par des prêtres","Wiederbelebungen durch Priester","被牧师复活","由牧師復活","Resucitado por sacerdotes","Resucitado por sacerdotes","Вы были воскрешены жрецами","","","","","","","","16712190","Resurrected by priests","사제에게 부활된 횟수","Résurrections par des prêtres","Wiederbelebungen durch Priester","被牧师复活","由牧師復活次數","Resucitado por sacerdotes","Resucitado por sacerdotes","Вы были воскрешены жрецами","","","","","","","","16712190","127","0","1","9","1","","","","","","","","","","","","","","","","","16712174","0","0"
"837","-1","-1","0","Arenas won","투기장 승리","Matchs d'arènes gagnés","Gewonnene Arenen","竞技场获胜","競技場獲勝次數","Arenas ganadas","Arenas ganadas","Одержано побед на арене","","","","","","","","16712190","Arenas won","투기장 승리","Matchs d'arènes gagnés","Gewonnene Arenen","竞技场获胜","競技場獲勝次數","Arenas ganadas","Arenas ganadas","Одержано побед на арене","","","","","","","","16712190","152","0","1","9","1","","","","","","","","","","","","","","","","","16712174","0","0"
"839","-1","-1","0","Battlegrounds played","전장 참가 횟수","Participations à des champs de bataille","Gespielte Schlachtfelder","参与战场","參與戰場次數","Campos de batalla jugados","Campos de batalla jugados","Сыгранные сражения на поле боя","","","","","","","","16712190","Battlegrounds played","전장 참가 횟수","Participations à des champs de bataille","Gespielte Schlachtfelder","参与战场","參與戰場次數","Campos de batalla jugados","Campos de batalla jugados","Сыгранные сражения на поле боя","","","","","","","","16712190","153","0","1","9","1","","","","","","","","","","","","","","","","","16712174","0","0"
"862","-1","-1","0","Explore Hellfire Peninsula","지옥불 반도 탐험","Exploration de la péninsule des Flammes infernales","Erforscht die Höllenfeuerhalbinsel","探索地狱火半岛","探索地獄火半島","Península del Fuego Infernal","Península del Fuego Infernal","Полуостров Адского Пламени","","","","","","","","16712190","Explore  Hellfire Peninsula, revealing the covered areas of the world map.","지옥불 반도 탐험 및 지역 발견","Explorer la péninsule des Flammes infernales et révéler les zones voilées de la carte du monde.","Erforscht die Höllenfeuerhalbinsel und enthüllt die verdeckten Gebiete auf der Weltkarte.","探索地狱火半岛，走过世界地图中被遮住的各个角落。","探索地獄火半島，解開世界地圖上未知的區域。","Explora la Península del Fuego Infernal y descubre todas las zonas cubiertas del mapa del mundo.","Explora la Península del Fuego Infernal y descubre todas las zonas cubiertas del mapa del mundo.","Исследуйте Полуостров Адского Пламени, открыв все его области на карте.","","","","","","","","16712190","14779","10","1","0","3554","","","","","","","","","","","","","","","","","16712174","0","0"
"913","-1","-1","0","To Honor One's Elders","장로 섬기기","Honorer ses Anciens","Respekt vor den Urahnen","尊敬长者","榮耀長者","Honrar a los ancestros personales","Honrar a los ancestros personales","Почтение к предкам","","","","","","","","16712190","Complete the Lunar Festival achievements listed below.","아래 나열된 달의 축제 업적 완료","Accomplir les hauts faits de la fête lunaire listés ci-dessous.","Schließt die unten aufgelisteten Mondfesterfolge ab.","完成下列春节成就。","完成下列的新年節慶成就。","Completa los logros del Festival Lunar listados a continuación.","Completa los logros del Festival Lunar listados a continuación.","Добейтесь достижений Лунного фестиваля, указанных ниже.","","","","","","","","16712190","155","30","1","0","3698","Title Reward: Elder","칭호: 장로","Titre : ancien","Bonustitel: Ältester","头衔奖励：长者","頭銜獎勵:長者","Título recompensa: Ancestro","Título recompensa: Ancestro","Наградное звание: Премудрый","","","","","","","","16712190","0","0"
"927","-1","-1","0","Equipped epic items in item slots","영웅급 아이템 착용","Objets épiques équipés dans des emplacements d'objets","Angelegte epische Gegenstände","装备史诗物品的数量","同時裝備史詩物品的數量","Objetos épicos equipados en ranuras","Objetos épicos equipados en ranuras","Количество эпических предметов в снаряжении","","","","","","","","16712190","Equipped epic items in item slots","영웅급 아이템 착용","Objets épiques équipés dans des emplacements d'objets","Angelegte epische Gegenstände","装备史诗物品的数量","同時裝備史詩物品的數量","Objetos épicos equipados en ranuras","Objetos épicos equipados en ranuras","Количество эпических предметов в снаряжении","","","","","","","","16712190","191","0","1","33","1","","","","","","","","","","","","","","","","","16712174","0","0"
"932","-1","-1","0","Total 5-player dungeons entered","5인 던전 진입 전체 횟수","Nombre d'entrées dans des donjons à 5","5-Spieler-Dungeons betreten","进入5人地下城副本的次数","進入過的5人地城總數","Veces totales en mazmorras (5 j.)","Veces totales en mazmorras (5 j.)","Посещенные подземелья для 5 игроков","","","","","","","","16712190","Total 5-player dungeons entered","5인 던전 진입 전체 횟수","Nombre d'entrées dans des donjons à 5","5-Spieler-Dungeons betreten","进入5人地下城副本的次数","進入過的5人地城總數","Veces totales en mazmorras (5 j.)","Veces totales en mazmorras (5 j.)","Посещенные подземелья для 5 игроков","","","","","","","","16712190","14807","0","1","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"939","-1","-1","0","Hills Like White Elekk","흰 엘레크 언덕","Paradis perdu","Hügel wie weiße Elekk","白色雷象一般的山丘","白色伊萊克般的山巒","Montes como elekk blancos","Montes como elekk blancos","Холмы как белые элекки","","","","","","","","16712190","Complete all of Hemet Nesingwary quests in Nagrand up to and including The Ultimate Bloodsport.","나그란드의 헤멧 네싱워리 퀘스트를 """"궁극의 사냥감""""까지 모두 완료","Achever toutes les quêtes d'Hemet Nesingwary en Outreterre, y compris « Le plus gros des gibiers ».","Schließt alle Hemet Nesingwary-Quests in Nagrand bis hin zu und inklusive 'Die ultimative Beute' ab.","在纳格兰完成包括“终极挑战”在内的所有赫米特·奈辛瓦里任务。","完成赫米特·奈辛瓦里在納葛蘭的所有任務，包括最後的浴血之戰。","Completa todas las misiones de Hemet Nesingwary en Nagrand hasta El deporte sangriento definitivo incluida.","Completa todas las misiones de Hemet Nesingwary en Nagrand hasta El deporte sangriento definitivo incluida.","Выполните все задания Хеминга Эрнестуэя в Награнде, включая финальное – """"Опасный спорт"""".","","","","","","","","16712190","14862","10","1","0","2165","","","","","","","","","","","","","","","","","16712174","0","0"
"940","-1","-1","0","The Green Hills of Stranglethorn","가시덤불 골짜기의 푸른 언덕","Les vertes collines de Strangleronce","Die Grünen Hügel des Schlingendorntals","荆棘谷的青山","荊棘谷的青山","Las verdes colinas de Tuercespina","Las verdes colinas de Tuercespina","Зеленые холмы Тернистой долины","","","","","","","","16712190","Complete all of Hemet Nesingwary quests in Stranglethorn Vale up to and including The Green Hills of Stranglethorn and Big Game Hunter.","가시덤불 골짜기의 헤멧 네싱워리 퀘스트를 """"가시덤불 골짜기의 푸른 언덕"""" 및 """"대단한 사냥꾼""""까지 모두 완료","Achever toutes les quêtes d'Hemet Nesingwary dans la vallée de Strangleronce, y compris « Les vertes collines de Strangleronce » et « La chasse au gros gibier ».","Schließt alle Hemet Nesingwary-Quests im Schlingendorntal ab, bis hin zu 'Die Grünen Hügel des Schlingendorntals' und 'Großwildjäger'.","在荆棘谷完成包括“荆棘谷的青山”和“王牌猎人”在内的所有赫米特·奈辛瓦里任务。","完成赫米特·奈辛瓦里在荊棘谷的所有任務，包括荊棘谷的青山和王牌獵人。","Completa todas las misiones de Hemet Nesingwary en la Vega de Tuercespina hasta Las verdes colinas de Tuercespina y Caza mayor incluidas.","Completa todas las misiones de Hemet Nesingwary en la Vega de Tuercespina hasta Las verdes colinas de Tuercespina y Caza mayor incluidas.","Выполните все задания Хеминга Эрнестуэя в Тернистой долине, включая финальное – """"Охотник на крупную дичь"""".","","","","","","","","16712190","14861","10","1","0","916","","","","","","","","","","","","","","","","","16712174","0","0"
"946","-1","-1","0","The Argent Dawn","은빛 여명회","L'Aube d'argent","Die Argentumdämmerung","银色黎明","銀色黎明","El Alba Argenta","El Alba Argenta","Серебряный Рассвет","","","","","","","","16712190","Earn exalted status with the Argent Dawn.","은빛 여명회 확고한 동맹","Être exalté auprès de l'Aube d'argent.","Erreicht bei der Argentumdämmerung den Status ehrfürchtig.","在银色黎明阵营中达到崇拜声望。","取得銀色黎明的聲望崇拜。","Alcanza la reputación Exaltado con El Alba Argenta.","Alcanza la reputación Exaltado con El Alba Argenta.","Добейтесь того, чтобы вас превозносил Серебряный Рассвет.","","","","","","","","16712190","14864","15","1","0","1608","","","","","","","","","","","","","","","","","16712174","0","0"
"947","-1","-1","0","The Argent Crusade","은빛십자군","La Croisade d'argent","Der Argentumkreuzzug","银色北伐军","銀白十字軍","La Cruzada Argenta","La Cruzada Argenta","Серебряный Авангард","","","","","","","","16712190","Earn exalted status with the Argent Crusade.","은빛십자군 확고한 동맹","Être exalté auprès de la Croisade d'argent.","Erreicht beim Argentumkreuzzug den Status ehrfürchtig.","在银色北伐军阵营中达到崇拜声望。","取得銀白十字軍的聲望崇拜。","Alcanza la reputación Exaltado con la Cruzada Argenta.","Alcanza la reputación Exaltado con la Cruzada Argenta.","Добейтесь того, чтобы вас превозносил Серебряный Авангард.","","","","","","","","16712190","14866","15","1","0","1672","","","","","","","","","","","","","","","","","16712174","0","0"
"972","-1","-1","0","Trick or Treat!","사탕 하나 주면 안 잡아먹지!","Un bonbon ou une blague !","Süßes oder Saures!","不给糖果就捣乱！","不給糖就搗蛋!","¡Truco o trato!","¡Truco o trato!","Конфета или жизнь!","","","","","","","","16712190","Receive a handful of a candy from one of the Candy Buckets located in an inn.","여관 안에 있는 사탕 바구니 중 하나에서 사탕 한 줌 얻기","Piocher une poignée de bonbons dans l'un des seaux de bonbons se trouvant dans les auberges.","Erhaltet eine Handvoll Süßigkeiten von einem der Süßigkeiteneimer in einem Gasthaus.","从任意一座旅店的糖罐里获取糖果。","從旅店中的糖果桶裡面取得一把糖果。","Recibe un puñado de caramelos de uno de los cubos de caramelos situados en una posada.","Recibe un puñado de caramelos de uno de los cubos de caramelos situados en una posada.","Зачерпните пригоршню конфет из кулька конфет в одной из таверн.","","","","","","","","16712190","158","10","1","0","2652","","","","","","","","","","","","","","","","","16712174","0","0"
"1042","-1","-1","0","Number of hugs","포옹한 횟수","Nombre de câlins","Anzahl an Umarmungen","拥抱的次数","擁抱的次數","Número de personajes abrazados","Número de personajes abrazados","Сколько раз вы обнимали","","","","","","","","16712190","Number of hugs","포옹한 횟수","Nombre de câlins","Anzahl an Umarmungen","拥抱的次数","擁抱的次數","Número de personajes abrazados","Número de personajes abrazados","Сколько раз вы обнимали","","","","","","","","16712190","131","0","1","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"1057","-1","-1","0","Deaths in 2v2","2v2 경기에서 죽은 횟수","Morts en 2c2","Tode in 2v2-Arenakämpfen","在2v2比赛中死亡","2v2中的死亡次數","Muertes en 2c2","Muertes en 2c2","Смерти в команде 2 на 2","","","","","","","","16712190","Deaths in 2v2","2v2 경기에서 죽은 횟수","Morts en 2c2","Tode in 2v2-Arenakämpfen","在2v2比赛中死亡","2v2中的死亡次數","Muertes en 2c2","Muertes en 2c2","Смерти в команде 2 на 2","","","","","","","","16712190","123","0","1","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
